JKG,08:23:03,76.69
JQC,08:23:04,13.8
JKJ,08:23:05,88.33
JTD,08:23:06,14
JCP,08:23:07,87
JWF,08:23:08,22.99
JBN,08:23:09,18.25
JBN,08:23:10,24.82
JAH,08:23:11,41.25
JKD,08:23:12,72.47
JNS,08:23:13,29.78
JAG,08:23:14,7.84
JEC,08:23:15,83.59
JNPR,08:23:16,165.75
JMP,08:23:17,11.9
JBJ,08:23:18,25.36
JTX,08:23:19,33.7
JKG,08:23:20,87.95
JKH,08:23:21,102.01
JHP,08:23:22,14.97
JEF,08:23:23,51.88
JAH,08:23:24,44.4
JZH,08:23:25,24.65
JKL,08:23:26,80.4
JKL,08:23:27,72.59
JBT,08:23:28,18.21
JYN,08:23:29,58.28
JBN,08:23:30,25.86
JDD,08:23:31,20.05
JBI,08:23:32,27.35
JKK,08:23:33,76.77
JCE,08:23:35,19.1
JAG,08:23:36,12.76
JKK,08:23:37,71.28
JRT,08:23:38,15.98
JNPR,08:23:39,34
JCP,08:23:40,61.98
JBL,08:23:41,59.88
JBT,08:23:42,11.84
JTD,08:23:43,16.58
JBL,08:23:44,102.88
JKD,08:23:45,78.65
JBO,08:23:46,25.17
JFR,08:23:47,13.56
JTD,08:23:48,10.1
JLA,08:23:49,19
JOF,08:23:50,18.8
JLA,08:23:51,19.16
JCE,08:23:52,9.74
JBR,08:23:53,15.81
JNY,08:23:54,62.13
JKK,08:23:55,76.39
JKJ,08:23:56,78.76
JNY,08:23:57,46.4
JZC,08:23:58,23.28
JKF,08:23:59,76.79
JNY,08:24:00,56.31
JNPR,08:24:01,228
JOE,08:24:02,85.89
JLA,08:24:03,17.4
JFC,08:24:04,18.91
JPG,08:24:05,16.82
JRN,08:24:06,19.71
JPC,08:24:07,15.34
JKJ,08:24:08,78.68
JKI,08:24:09,75.05
JKD,08:24:10,77.98
JPG,08:24:11,18.65
JFC,08:24:12,22.78
JKD,08:24:13,82.96
JBN,08:24:14,25.3
JEC,08:24:15,84.06
JWN,08:24:16,69.5
JKD,08:24:17,75.43
JEC,08:24:18,77.8
JBR,08:24:19,21.75
JCG,08:24:20,42.06
JRN,08:24:21,19.63
JKD,08:24:22,79.62
JKI,08:24:23,94
JZT,08:24:24,24.49
JEC,08:24:25,77.71
JPG,08:24:26,17.73
JPM,08:24:27,140.5
JBT,08:24:28,10.09
JZS,08:24:29,24.99
JAH,08:24:30,44.48
JZL,08:24:31,25.48
JCE,08:24:32,9.87
JNPR,08:24:33,59.47
JBT,08:24:34,16.95
JPZ,08:24:35,18.62
JAS,08:24:36,26.21
JTD,08:24:37,11.48
JTP,08:24:38,14.46
JBI,08:24:39,26.93
JKH,08:24:40,98.64
JKK,08:24:41,73.65
JCG,08:24:42,40.08
JPC,08:24:43,14.34
JCE,08:24:44,11.82
JKL,08:24:45,82.47
JLL,08:24:46,84.89
JHX,08:24:47,38.15
JLL,08:24:48,71.47
JKL,08:24:49,84.91
JPM,08:24:50,112.75
JAH,08:24:51,50.04
JCG,08:24:53,35.96
JGT,08:24:54,17.53
JLL,08:24:55,114.23
JNS,08:24:56,34.39
JAG,08:24:57,6.05
JAG,08:24:58,7.44
JAH,08:24:59,40
JNS,08:25:00,28.16
JCE,08:25:01,17.34
JZJ,08:25:02,25.85
JCP,08:25:03,68.04
JCG,08:25:04,51.16
JBR,08:25:05,20.11
JNPR,08:25:06,55.5
JCE,08:25:07,17.18
JTD,08:25:08,16.49
JWF,08:25:09,23.22
JEC,08:25:10,84.65
JAS,08:25:11,25.86
JMP,08:25:12,8.88
JKF,08:25:13,84.44
JLL,08:25:14,74.02
JBN,08:25:15,20.06
JZL,08:25:16,25.07
JZC,08:25:17,24.52
JEC,08:25:18,82.74
JCG,08:25:19,44.43
JNY,08:25:20,42.5
JMP,08:25:21,10.49
JEQ,08:25:22,14.25
JCP,08:25:23,82.3
JEF,08:25:24,59.6
JFC,08:25:25,27.23
JKE,08:25:26,61.91
JEC,08:25:27,87.59
JGG,08:25:28,17.31
JKL,08:25:29,82.62
JXI,08:25:30,63.04
JRN,08:25:31,16.86
JCI,08:25:32,116.6
JPZ,08:25:33,19.14
JKK,08:25:34,71.73
JXI,08:25:35,57.38
JKK,08:25:36,83.69
JZL,08:25:37,24.77
JKD,08:25:38,74.06
JCI,08:25:39,100.8
JFR,08:25:40,13.84
JSM,08:25:41,24.59
JKK,08:25:42,70.65
JFC,08:25:43,30.09
JXI,08:25:44,62.39
JKE,08:25:45,61.51
JKL,08:25:46,87.32
JKH,08:25:47,93.3
JCG,08:25:48,36.48
JEC,08:25:49,78.17
JQC,08:25:50,13.96
JKI,08:25:51,90.48
JBN,08:25:52,16.55
JNPR,08:25:53,150.94
JKD,08:25:54,74.31
JTD,08:25:55,13.61
JHX,08:25:56,33
JKF,08:25:57,89.91
JBN,08:25:58,25.24
JCE,08:25:59,10.67
JFC,08:26:00,23.6
JCE,08:26:01,10.68
JKI,08:26:02,76.99
JFC,08:26:03,30.51
JCG,08:26:04,30.59
JBN,08:26:05,21.3
JBN,08:26:06,20.63
JCI,08:26:07,105.99
JBL,08:26:08,62.94
JHI,08:26:09,20.95
JFC,08:26:10,18.13
JPZ,08:26:11,19.2
JOF,08:26:12,15.88
JCG,08:26:14,45.73
JZC,08:26:15,23.84
JGG,08:26:16,16.92
JHS,08:26:17,15.29
JNPR,08:26:18,181.81
JEC,08:26:19,83.63
JGG,08:26:20,17.19
JPZ,08:26:21,20.68
JNS,08:26:22,27.72
JTX,08:26:23,34.95
JTX,08:26:24,29.02
JEF,08:26:25,79
JCP,08:26:26,80.84
JGT,08:26:27,17
JBR,08:26:28,22.58
JTX,08:26:29,34.13
JKJ,08:26:30,89.08
JBL,08:26:31,63.75
JOF,08:26:32,12.99
JHP,08:26:33,14.65
JNS,08:26:34,32.15
JNJ,08:26:35,113.87
JGV,08:26:36,18.23
JHX,08:26:37,31.73
JKE,08:26:38,74.73
JBK,08:26:39,24.89
JAG,08:26:40,11.05
JTP,08:26:41,14.71
JNS,08:26:42,29.58
JCE,08:26:43,16.23
JNS,08:26:44,49.5
JHX,08:26:45,30.86
JHP,08:26:46,14.95
JEF,08:26:47,52.58
JKG,08:26:48,76.43
JWN,08:26:49,62.69
JAS,08:26:50,30.35
JZK,08:26:51,25.36
JXI,08:26:52,56.55
JAH,08:26:53,36.89
JRN,08:26:54,17.78
JBN,08:26:55,22.79
JPG,08:26:56,19.18
JMP,08:26:57,7.79
JEF,08:26:58,55.5
JFC,08:26:59,19.4
JLL,08:27:00,72.29
JXI,08:27:01,48.57
JCE,08:27:02,20.1
JDD,08:27:03,18.34
JEF,08:27:04,56.15
JKK,08:27:05,76.49
JKL,08:27:06,78.3
JHI,08:27:07,21.11
JNY,08:27:08,54.62
JZK,08:27:09,25.55
JBN,08:27:10,21.22
JFC,08:27:11,25.28
JHI,08:27:12,22.59
JKG,08:27:13,77.65
JZH,08:27:14,24.46
JWF,08:27:15,24.75
JZK,08:27:16,25.31
JPM,08:27:17,84.19
JKD,08:27:18,79.6
JKL,08:27:19,80.5
JHX,08:27:20,30.57
JTD,08:27:21,9.86
JSN,08:27:22,18.24
JGV,08:27:23,19.88
JKE,08:27:24,70.64
JOF,08:27:25,16.94
JKG,08:27:26,83.39
JEF,08:27:27,55.44
JCE,08:27:28,15.34
JLL,08:27:29,108.98
JKG,08:27:30,79.63
JKJ,08:27:31,86.59
JTP,08:27:33,15.09
JKE,08:27:34,73.83
JKI,08:27:35,93.67
JNS,08:27:36,27.83
JBR,08:27:37,24.67
JFC,08:27:38,22.35
JBR,08:27:39,21.1
JTX,08:27:40,30.02
JAH,08:27:41,39.55
JCE,08:27:42,15.25
JKE,08:27:43,65.36
JZH,08:27:44,24.47
JNS,08:27:45,47
JNPR,08:27:46,282.75
JRO,08:27:47,13.88
JGV,08:27:48,18.09
JZV,08:27:49,25.69
JCG,08:27:50,31.05
JLL,08:27:51,100.57
JTD,08:27:52,10.21
JBL,08:27:53,62.12
JGG,08:27:54,19.33
JKI,08:27:55,75.82
JNPR,08:27:56,220.13
JCI,08:27:57,86.3
JQC,08:27:58,14.4
JEF,08:27:59,48.87
JRT,08:28:00,16.93
JTA,08:28:01,26.94
JQC,08:28:02,14.21
JMP,08:28:03,7.72
JCI,08:28:04,115.92
JAG,08:28:05,12.05
JOE,08:28:06,73.31
JKH,08:28:07,96.88
JBO,08:28:08,24.97
JBO,08:28:09,25.55
JHX,08:28:10,34.06
JEC,08:28:11,72.79
JAH,08:28:12,42.5
JXI,08:28:13,63.83
JNPR,08:28:14,194
JHX,08:28:15,31.82
JNPR,08:28:16,211.56
JKH,08:28:17,90.68
JAS,08:28:18,27.9
JHI,08:28:19,20.94
JCI,08:28:20,110.65
JKH,08:28:21,84.48
JKH,08:28:22,102.52
JDD,08:28:23,17.09
JBL,08:28:24,60.56
JNY,08:28:25,44
JKH,08:28:26,81.24
JKL,08:28:27,78.93
JKG,08:28:28,82.76
JKD,08:28:29,73.04
JEC,08:28:30,71.91
JAS,08:28:31,28.99
JRO,08:28:32,14.18
JSN,08:28:33,19.2
JXI,08:28:34,56.71
JZT,08:28:35,24.43
JNPR,08:28:36,33.03
JOF,08:28:37,12.92
JHX,08:28:38,38.53
JKE,08:28:39,69.31
JFC,08:28:40,21.96
JCP,08:28:41,62.19
JAH,08:28:42,42.47
JKF,08:28:43,89.3
JKE,08:28:44,62.5
JPG,08:28:45,16.58
JKH,08:28:46,101.04
JKJ,08:28:48,82.64
JBL,08:28:49,45.75
JAG,08:28:50,7.27
JPM,08:28:51,100.75
JYN,08:28:52,62.33
JKH,08:28:53,98.24
JAS,08:28:54,29.17
JFC,08:28:55,25.79
JAH,08:28:56,37.07
JKI,08:28:57,78.98
JKL,08:28:58,72.29
JOF,08:28:59,15.6
JTX,08:29:00,25.22
JAG,08:29:01,13.2
JKH,08:29:02,93.81
JKK,08:29:03,73.72
JKH,08:29:04,96.01
JKF,08:29:05,88.59
JOF,08:29:06,13.38
JXI,08:29:07,65.45
JWF,08:29:08,23.65
JLS,08:29:09,25.95
JZK,08:29:10,25.12
JBO,08:29:11,25.18
JKD,08:29:12,68.73
JAH,08:29:13,36.22
JNPR,08:29:14,276.63
JHP,08:29:15,15.41
JBL,08:29:16,57.25
JKL,08:29:17,74.05
JBT,08:29:18,14.37
JLA,08:29:19,18.58
JMP,08:29:20,10.94
JKL,08:29:21,75.82
JKG,08:29:22,87.35
JPG,08:29:23,17.28
JCE,08:29:24,19.82
JXI,08:29:25,48.07
JPZ,08:29:26,18.51
JMP,08:29:27,10.43
JBK,08:29:28,23.19
JLL,08:29:29,86.75
JZJ,08:29:30,25.41
JAS,08:29:31,29.84
JBT,08:29:32,19.21
JTA,08:29:33,24.02
JZC,08:29:34,24.72
JNS,08:29:35,27.94
JLA,08:29:36,18.7
JOE,08:29:37,71.81
JKJ,08:29:38,80
JKI,08:29:39,79.28
JLA,08:29:40,19.53
JTX,08:29:41,31.09
JAH,08:29:42,47.1
JNJ,08:29:43,124.5
JOE,08:29:44,67.69
JWN,08:29:45,53.46
JKF,08:29:46,88.07
JHS,08:29:47,15.16
JTD,08:29:48,16.69
JZV,08:29:49,25.99
JKI,08:29:50,82.78
JTX,08:29:51,29.27
JHX,08:29:52,35.65
JKG,08:29:53,83.45
JXI,08:29:54,48.58
JKE,08:29:55,71.46
JWF,08:29:56,23.26
JEC,08:29:57,83.34
JBK,08:29:58,24.5
JEC,08:29:59,79.34
JKL,08:30:01,83.08
JZH,08:30:02,24.72
JNPR,08:30:03,41.34
JTA,08:30:04,26.1
JYN,08:30:05,58.78
JNPR,08:30:06,174.13
JKE,08:30:07,71.03
JHX,08:30:08,36.58
JTP,08:30:09,16.22
JZS,08:30:10,25.2
JGG,08:30:11,19.68
JKJ,08:30:12,90.78
JEC,08:30:13,83.75
JZC,08:30:14,23.38
JBN,08:30:15,23.62
JFR,08:30:16,13.88
JAH,08:30:17,42.61
JNPR,08:30:18,118.27
JTX,08:30:19,34.99
JWN,08:30:20,52.2
JRT,08:30:21,15.5
JBI,08:30:22,28
JCE,08:30:23,14.18
JPZ,08:30:24,19.43
JCP,08:30:25,67.27
JYN,08:30:26,66.45
JKJ,08:30:27,79.19
JCP,08:30:28,64.3
JKF,08:30:29,79.48
JLL,08:30:30,86.35
JLL,08:30:31,104.36
JFC,08:30:32,22.87
JCG,08:30:33,51.88
JKF,08:30:34,82.26
JLA,08:30:35,19.62
JRT,08:30:36,21.32
JKG,08:30:37,81.64
JFP,08:30:38,13.68
JNPR,08:30:39,61.39
JPM,08:30:40,118.87
JCE,08:30:41,14.89
JKG,08:30:42,76.68
JEC,08:30:43,88.5
JOE,08:30:44,73.46
JKK,08:30:45,79.9
JTP,08:30:46,15.79
JFP,08:30:47,12.87
JKE,08:30:48,70.82
JCI,08:30:49,88.6
JYN,08:30:50,59.4
JBJ,08:30:51,25.14
JCI,08:30:52,86.9
JKI,08:30:53,77.78
JNPR,08:30:54,32.1
JEC,08:30:55,82.96
JBT,08:30:56,18.58
JCI,08:30:57,98.5
JBT,08:30:58,7.38
JXI,08:30:59,64.38
JEC,08:31:00,84.1
JKF,08:31:01,82.76
JCP,08:31:02,76.6
JCI,08:31:03,88.2
JEF,08:31:04,70.5
JBT,08:31:05,11.89
JAG,08:31:06,11.2
JKI,08:31:07,75.35
JWN,08:31:08,55.06
JKG,08:31:09,93.21
JEF,08:31:10,71.44
JGT,08:31:11,17.69
JAG,08:31:12,6.28
JZC,08:31:13,23.98
JAG,08:31:14,7.04
JEQ,08:31:15,13.81
JGV,08:31:16,18.35
JKH,08:31:17,89.06
JCI,08:31:18,108.88
JKK,08:31:19,74.84
JAG,08:31:21,11.54
JGG,08:31:22,20.55
JFP,08:31:23,13.77
JCP,08:31:24,70.85
JKE,08:31:25,62.33
JRT,08:31:26,17.94
JKE,08:31:27,65.94
JZH,08:31:28,24.38
JNJ,08:31:29,154.5
JZH,08:31:30,24.54
JBT,08:31:31,15.99
JKL,08:31:32,77.52
JMP,08:31:33,5.65
JKI,08:31:34,85.74
JEF,08:31:35,57.63
JGV,08:31:36,18.21
JTD,08:31:37,9.27
JBL,08:31:38,73.12
JKI,08:31:39,79.82
JOF,08:31:40,13.51
JKG,08:31:41,82.74
JEC,08:31:42,76.53
JOE,08:31:43,65.98
JCP,08:31:44,75.27
JFC,08:31:45,30.44
JBO,08:31:46,25.32
JYN,08:31:47,57.96
JRT,08:31:48,21.19
JCG,08:31:49,36.79
JOE,08:31:50,68.9
JLL,08:31:51,70.12
JXI,08:31:52,56.97
JCP,08:31:53,81.59
JPG,08:31:54,17.46
JXI,08:31:55,61.82
JPG,08:31:56,18.99
JAH,08:31:57,37.59
JHP,08:31:58,14.87
JBL,08:31:59,47.38
JRO,08:32:00,13.54
JGG,08:32:01,17.13
JNPR,08:32:02,330.5
JPC,08:32:03,15.13
JPC,08:32:04,15.55
JKJ,08:32:05,81.17
JAH,08:32:06,35.82
JKE,08:32:07,65.81
JYN,08:32:08,60.38
JBL,08:32:09,51.63
JAG,08:32:10,12.19
JBN,08:32:11,24.72
JYN,08:32:12,64.28
JGG,08:32:13,19.99
JEC,08:32:14,79.59
JKK,08:32:15,86.15
JTD,08:32:16,9.98
JLA,08:32:17,18.04
JKJ,08:32:18,77.5
JNPR,08:32:19,36.42
JAG,08:32:20,6.8
JNJ,08:32:21,113.5
JKD,08:32:22,68.85
JBR,08:32:23,23.77
JKG,08:32:24,84.21
JEC,08:32:25,71.29
JAG,08:32:26,7.47
JKG,08:32:27,83.51
JSN,08:32:28,20.05
JYN,08:32:29,60.79
JEF,08:32:30,50.88
JKK,08:32:31,87.76
JKF,08:32:32,80.02
JZC,08:32:33,24.21
JEC,08:32:34,97.73
JSN,08:32:35,18.94
JBK,08:32:36,22.92
JKH,08:32:37,86.83
JKG,08:32:38,78.14
JYN,08:32:39,65.46
JPG,08:32:40,19.68
JTX,08:32:41,34.2
JGT,08:32:42,17.59
JNPR,08:32:43,84.94
JCE,08:32:44,17.51
JZV,08:32:46,26.09
JMP,08:32:47,7.49
JYN,08:32:48,57.52
JNS,08:32:49,41
JPC,08:32:50,14.37
JOE,08:32:51,80.1
JKI,08:32:52,79.67
JHP,08:32:53,14.89
JXI,08:32:54,49.85
JKD,08:32:55,77.06
JRO,08:32:56,14.28
JPM,08:32:57,81.19
JKK,08:32:58,85.55
JKD,08:32:59,75.5
JDD,08:33:00,16.82
JEF,08:33:01,58.06
JZT,08:33:02,25.34
JGG,08:33:03,17.05
JBN,08:33:04,22.25
JOE,08:33:05,93.06
JPM,08:33:06,125.5
JKE,08:33:07,72.28
JCG,08:33:08,32.32
JPC,08:33:09,14.99
JTD,08:33:10,16.44
JKD,08:33:11,71.67
JOF,08:33:12,17.16
JNPR,08:33:13,32.68
JBI,08:33:14,26.54
JKG,08:33:15,92.17
JNPR,08:33:16,234.38
JCP,08:33:17,69
JAS,08:33:18,25.66
JFR,08:33:19,14.03
JKD,08:33:20,79.46
JKH,08:33:21,99.12
JEF,08:33:22,51.63
JCE,08:33:23,15.6
JCI,08:33:24,92.35
JXI,08:33:25,65.53
JNPR,08:33:26,184.31
JCP,08:33:27,62.6
JOE,08:33:28,66.82
JKJ,08:33:29,86.51
JOE,08:33:30,73.15
JEC,08:33:31,82.62
JHS,08:33:32,15.1
JOE,08:33:33,61.93
JNPR,08:33:34,35.94
JBL,08:33:35,82.88
JKG,08:33:36,83.09
JBR,08:33:37,20.85
JNS,08:33:38,34.49
JRN,08:33:39,19.34
JPS,08:33:40,14.96
JHX,08:33:41,36
JCG,08:33:42,37.11
JCP,08:33:43,66.03
JTA,08:33:44,22.41
JPS,08:33:45,15.98
JOE,08:33:46,90.24
JBR,08:33:47,20.87
JKI,08:33:48,76.48
JXI,08:33:49,69.49
JZS,08:33:50,24.73
JDD,08:33:51,16.05
JOF,08:33:52,15.89
JCP,08:33:53,83.08
JNJ,08:33:54,127.75
JZS,08:33:55,25.25
JBL,08:33:56,46.5
JKI,08:33:57,93.66
JBI,08:33:58,27.44
JAS,08:34:00,28.7
JAS,08:34:01,36.46
JGT,08:34:02,14.86
JAS,08:34:03,27.5
JKF,08:34:04,85.9
JFC,08:34:05,18.28
JNS,08:34:06,33.68
JSN,08:34:07,18.64
JKL,08:34:08,82.43
JCG,08:34:09,48.54
JZK,08:34:10,25.8
JKH,08:34:11,88.44
JKE,08:34:12,69.48
JTA,08:34:13,27
JKK,08:34:14,85.79
JBN,08:34:15,17.27
JFC,08:34:16,19.2
JKH,08:34:17,82.09
JKG,08:34:18,76.89
JMP,08:34:19,7.44
JBK,08:34:20,23.08
JMP,08:34:21,6.93
JTX,08:34:22,29.1
JPG,08:34:23,19.36
JNPR,08:34:24,33.47
JPZ,08:34:25,18.3
JCE,08:34:26,16.36
JHX,08:34:27,34
JTD,08:34:28,16.5
JKF,08:34:29,72.9
JKJ,08:34:30,76.68
JOE,08:34:31,82.25
JAS,08:34:32,25.96
JBN,08:34:33,21.58
JAG,08:34:34,8.27
JOF,08:34:35,15.73
JKK,08:34:36,82.55
JCP,08:34:37,68.36
JOE,08:34:38,73.65
JZC,08:34:39,25.24
JEC,08:34:40,75.39
JRN,08:34:41,17.01
JZC,08:34:42,23.75
JKI,08:34:43,77.63
JGT,08:34:44,18.7
JKJ,08:34:45,90.92
JPM,08:34:46,136.38
JKL,08:34:47,77.9
JTX,08:34:48,26
JNY,08:34:49,48.62
JKL,08:34:50,87.96
JZC,08:34:51,23.36
JEF,08:34:52,55.06
JNS,08:34:53,47.38
JKE,08:34:54,73.33
JBJ,08:34:55,25.27
JBN,08:34:56,24.05
JRT,08:34:57,15.49
JKK,08:34:58,74.51
JZJ,08:34:59,25.8
JOF,08:35:00,13.93
JTD,08:35:01,17.59
JKD,08:35:02,69.6
JKG,08:35:03,78.69
JKD,08:35:04,78.12
JFC,08:35:05,21.74
JPZ,08:35:06,18.72
JZH,08:35:07,24.41
JYN,08:35:08,56.18
JBI,08:35:09,27.38
JBN,08:35:10,24.85
JTX,08:35:11,28.38
JFR,08:35:12,13.42
JPM,08:35:13,90.12
JKD,08:35:14,80.19
JKK,08:35:16,76.99
JCI,08:35:17,98.37
JTD,08:35:18,11.08
JGT,08:35:19,15.46
JNY,08:35:20,65.25
JZC,08:35:21,23.59
JCI,08:35:22,87.25
JHI,08:35:23,22.55
JFC,08:35:24,30.9
JGT,08:35:25,17.52
JYN,08:35:26,66.41
JKE,08:35:27,73.24
JSN,08:35:28,18.56
JCG,08:35:29,44.17
JBL,08:35:30,73
JWF,08:35:31,24.32
JBT,08:35:32,18.31
JHI,08:35:33,21.88
JZH,08:35:34,23.93
JKH,08:35:35,89.3
JTA,08:35:36,26.75
JCP,08:35:37,72.38
JTA,08:35:38,26.45
JXI,08:35:39,59.42
JZV,08:35:40,26.7
JHP,08:35:41,15.06
JCE,08:35:42,17.39
JFR,08:35:43,14.84
JTD,08:35:44,11.03
JBL,08:35:45,49.12
JBT,08:35:46,18.13
JNS,08:35:47,29.7
JBR,08:35:48,13.21
JBN,08:35:49,18.73
JNPR,08:35:50,42.75
JKJ,08:35:51,82.48
JKE,08:35:52,75.1
JPZ,08:35:53,20.04
JZL,08:35:54,25.21
JEC,08:35:55,89.75
JKH,08:35:56,90.7
JDD,08:35:57,19.28
JFC,08:35:58,22.03
JMP,08:35:59,9.73
JKK,08:36:00,70.17
JFC,08:36:01,22.2
JWN,08:36:02,63.88
JFC,08:36:03,23.33
JHX,08:36:04,31.91
JNPR,08:36:05,284.86
JBR,08:36:06,25.13
JCI,08:36:07,82.97
JGV,08:36:08,19.14
JEC,08:36:09,88
JNJ,08:36:10,121.75
JWN,08:36:11,56.08
JNPR,08:36:12,263.5
JKF,08:36:13,86.75
JBT,08:36:14,13.66
JBN,08:36:15,22.46
JKF,08:36:16,84.56
JNPR,08:36:17,48.6
JNY,08:36:18,41.19
JKL,08:36:19,82.2
JKG,08:36:20,83.32
JNS,08:36:21,26.42
JMP,08:36:22,8.44
JTX,08:36:23,29.45
JRT,08:36:24,11.91
JAS,08:36:25,31.61
JKF,08:36:26,71.1
JKL,08:36:27,72.92
JZH,08:36:28,24.97
JKJ,08:36:30,91.37
JCI,08:36:31,103.44
JPM,08:36:32,97.75
JLL,08:36:33,97.03
JOF,08:36:34,13.44
JBR,08:36:35,14
JOF,08:36:36,18.19
JGV,08:36:37,18.78
JLS,08:36:38,25.35
JRT,08:36:39,15.82
JNJ,08:36:40,120.25
JRT,08:36:41,19.21
JNS,08:36:42,26.6
JKG,08:36:43,86.45
JFP,08:36:44,14.65
JNS,08:36:45,29.66
JYN,08:36:46,55.84
JOE,08:36:47,63.98
JCP,08:36:48,73.19
JCG,08:36:49,52.15
JKK,08:36:50,80.06
JHI,08:36:51,22.07
JYN,08:36:52,65.7
JKJ,08:36:53,79.7
JNS,08:36:54,34
JOF,08:36:55,17.85
JBR,08:36:56,22.89
JXI,08:36:57,46.89
JGV,08:36:58,19.06
JCE,08:36:59,16.05
JNS,08:37:00,30.3
JZL,08:37:01,25.14
JEF,08:37:02,77.13
JNS,08:37:03,26.4
JYN,08:37:04,63.14
JBR,08:37:05,25.24
JKJ,08:37:06,76.87
JFC,08:37:07,23.66
JZC,08:37:08,24.38
JHP,08:37:09,14.64
JGV,08:37:10,18.84
JTD,08:37:11,12.3
JXI,08:37:12,62.77
JKJ,08:37:13,76.54
JNY,08:37:14,41.25
JBR,08:37:15,22.9
JRN,08:37:16,18.86
JOE,08:37:17,75.44
JCG,08:37:18,46.49
JEF,08:37:19,50.5
JKD,08:37:20,83.1
JHX,08:37:21,35.76
JCG,08:37:22,39.09
JXI,08:37:23,55.37
JCP,08:37:24,79.07
JOF,08:37:25,16.59
JLA,08:37:26,17.45
JCG,08:37:27,36.92
JNPR,08:37:28,41.33
JKL,08:37:29,86.65
JRO,08:37:30,14.11
JNPR,08:37:31,168.5
JRN,08:37:32,18.69
JLA,08:37:33,17.81
JNS,08:37:34,33.16
JRT,08:37:35,19.64
JEF,08:37:36,49.21
JEF,08:37:37,57.04
JBR,08:37:38,24.79
JKL,08:37:39,73.55
JKK,08:37:40,76.34
JCG,08:37:41,30.88
JNJ,08:37:42,123.75
JZT,08:37:43,25.75
JBR,08:37:45,21.61
JPG,08:37:46,18.12
JCI,08:37:47,105.52
JKH,08:37:48,91.04
JDD,08:37:49,18.59
JKH,08:37:50,86.03
JOE,08:37:51,63.67
JFP,08:37:52,14.08
JCG,08:37:53,43.52
JKE,08:37:54,62.9
JCG,08:37:55,34.9
JKI,08:37:56,84.4
JPZ,08:37:57,20.71
JAS,08:37:58,29.42
JLL,08:37:59,103.58
JNY,08:38:00,42.24
JGT,08:38:01,20.36
JBI,08:38:02,26.48
JOE,08:38:03,84.54
JKG,08:38:04,79.56
JPG,08:38:05,17.91
JTD,08:38:06,9.6
JHX,08:38:07,38.24
JWN,08:38:08,58.75
JKG,08:38:09,83.85
JCG,08:38:10,48.29
JRT,08:38:11,16.89
JRO,08:38:12,14.61
JBR,08:38:13,19.69
JPG,08:38:14,18.63
JNPR,08:38:15,274.88
JRO,08:38:16,13.2
JCP,08:38:17,66.22
JBR,08:38:18,19.64
JCG,08:38:19,40.9
JHI,08:38:20,21.35
JGT,08:38:21,13.99
JKL,08:38:22,83.18
JZK,08:38:23,26.1
JOF,08:38:24,16.1
JTX,08:38:25,28.64
JHP,08:38:26,15.75
JWN,08:38:27,51.29
